NPI,Physician_Name,State,Total_Procedures_Annual,Total_Revenue_Annual,Total_RVUs_Annual,Monthly_Procedures,Monthly_Revenue,Monthly_RVUs,RVU_to_National_Mean_Diff_Pct,Performance_Tier
1164416897,Steven Rowe,NY,5327.0,252487.090000141,7296.007362846571,443.9,21040.59,608.0,89.4,Average Performer
1164418133,Edward Kaplan,TX,3357.0,139416.2200001953,4028.648623662676,279.8,11618.02,335.7,4.6,Average Performer
1164418166,Omid Hakimian,NY,450.0,34534.240000079,997.9206038247193,37.5,2877.85,83.2,-74.1,Average Performer
1164421509,Kevin Bordeau,PA,3935.0,151342.3299998659,4373.27213042362,327.9,12611.86,364.4,13.5,Average Performer
1164424057,William Jow,NJ,1440.0,82980.9400010628,2397.8633886720527,120.0,6915.08,199.8,-37.7,Average Performer
1164425047,Michael Glass,CO,1727.0,147493.84000059,4262.064023226762,143.9,12291.15,355.2,10.6,Average Performer
1164427449,Kurt Meissner,TX,3674.0,175718.3699997393,5077.655737981613,306.2,14643.2,423.1,31.8,Average Performer
1164427621,Ralph Henderson,LA,3185.0,149975.2799996907,4333.769093390511,265.4,12497.94,361.1,12.5,Average Performer
1164427662,Gordon Healey,TX,1726.0,66467.820000232,1920.6910900425935,143.8,5538.99,160.1,-50.1,Average Performer
1164428140,Edward Wright,VA,2311.0,120930.540000426,3494.4761343466203,192.6,10077.55,291.2,-9.3,Average Performer
1164436523,Ronald Suh,IN,1496.0,59095.5800001144,1707.6587432342874,124.7,4924.63,142.3,-55.7,Average Performer
1164446522,Nathan Shappley,MS,123.0,859.7999999839999,24.84525894157694,10.2,71.65,2.1,-99.4,Bottom 10% Performer
1164447520,Mark Plante,VT,1184.0,79019.22000009101,2283.3833243780305,98.7,6584.94,190.3,-40.7,Average Performer
1164457180,Charles Coleman,GA,281.0,9560.9299999434,276.27795019226033,23.4,796.74,23.0,-92.8,Bottom 10% Performer
1164457198,Francis Fraser,LA,1297.0,56453.380000206096,1631.3082626872092,108.1,4704.45,135.9,-57.6,Average Performer
1164457867,David Penson,TN,856.0,76390.960000903,2207.435661843918,71.3,6365.91,184.0,-42.7,Average Performer
1164458782,Jonathan Mobley,VA,1564.0,104428.0999993177,3017.61245092838,130.3,8702.34,251.5,-21.7,Average Performer
1164461448,Jean Joseph,NY,205.0,26704.989999978,771.6822419097733,17.1,2225.42,64.3,-80.0,Average Performer
1164462412,Jerry Givens,MO,819.0,65739.1700001756,1899.6356144325468,68.2,5478.26,158.3,-50.7,Average Performer
1164463204,Carleen Bensen,WA,178.0,6354.529999996,183.62403268766866,14.8,529.54,15.3,-95.2,Bottom 10% Performer
1164463451,Evan Cohn,OH,940.0,65215.3700001734,1884.4995983428805,78.3,5434.61,157.0,-51.1,Average Performer
1164465670,Daniel Lehman,NY,114.0,7758.570000034,224.19595332726502,9.5,646.55,18.7,-94.2,Bottom 10% Performer
1164466462,Yefim Sheynkin,NY,1224.0,78364.87000150801,2264.4748629294177,102.0,6530.41,188.7,-41.2,Average Performer
1164466728,Rajveer Purohit,NY,306.0,25194.690000302002,728.0397732285544,25.5,2099.56,60.7,-81.1,Average Performer
1164470076,Darlys Hofer,SD,8005.0,164449.2100003459,4752.01582376412,667.1,13704.1,396.0,23.4,Average Performer
1164472643,William Scaljon,GA,1800.0,57575.059999628196,1663.7209517262283,150.0,4797.92,138.6,-56.8,Average Performer
1164476453,Margaret Wolf,IA,1437.0,59119.9399999365,1708.3626633359484,119.8,4926.66,142.4,-55.6,Average Performer
1164476628,Jack Mcaninch,CA,15.0,311.779999995,9.009368263345875,1.2,25.98,0.8,-99.8,Bottom 10% Performer
1164477824,Matthew Munding,MT,120.0,6620.8099999725,191.3186076475458,10.0,551.73,15.9,-95.0,Bottom 10% Performer
1164479507,Brian Levin,MD,8010.0,272559.2500005891,7876.023660517165,667.5,22713.27,656.3,104.5,Average Performer
1164479598,Jay Guido,FL,100569.0,376268.9000019693,10872.875380769032,8380.8,31355.74,906.1,182.3,Top 10% Performer
1164482949,Tammy Bloom,WA,413.0,32275.340000297,932.6461732376569,34.4,2689.61,77.7,-75.8,Average Performer
1164485421,Robert Luangkhot,NY,2059.0,117418.139998295,3392.979870609746,171.6,9784.84,282.7,-11.9,Average Performer
1164486262,Sean Heron,FL,3737.0,202004.0100004797,5837.220209109341,311.4,16833.67,486.4,51.5,Average Performer
1164487088,Neil Friedman,IL,2100.0,107570.7699999282,3108.4247909313417,175.0,8964.23,259.0,-19.3,Average Performer
1164487674,Aaron Spitz,CA,2876.0,140717.0599990141,4066.2384196766507,239.7,11726.42,338.9,5.6,Average Performer
1164488581,Gennaro Falco,NY,27.0,1973.810000004,57.03631141252145,2.2,164.48,4.8,-98.5,Bottom 10% Performer
1164490496,Martin Kosdrosky,OH,4077.0,174036.5799999355,5029.057798889664,339.8,14503.05,419.1,30.6,Average Performer
1164491627,Philippe Zimmern,TX,1860.0,107245.7799987781,3099.033699128425,155.0,8937.15,258.3,-19.5,Average Performer
1164494852,Darwich Bejany,FL,1185.0,87074.0200003068,2516.139304526553,98.8,7256.17,209.7,-34.7,Average Performer
1164495362,Avelino Pinon,FL,1965.0,78469.0900002968,2267.4864619720397,163.8,6539.09,189.0,-41.1,Average Performer
1164502142,Hunter Wessells,WA,14.0,1086.669999996,31.401020626246165,1.2,90.56,2.6,-99.2,Bottom 10% Performer
1164505483,Jack Cassell,FL,1060.0,117038.7699998356,3382.017384163404,88.3,9753.23,281.8,-12.2,Average Performer
1164506572,Carl Britton,TX,7351.0,274296.7000002029,7926.229981916618,612.6,22858.06,660.5,105.8,Average Performer
1164514527,William Roberts,MI,35.0,3867.4599999929997,111.75627488695667,2.9,322.29,9.3,-97.1,Bottom 10% Performer
1164518908,Peter Jones,ID,969.0,61882.17000003,1788.1815975180748,80.8,5156.85,149.0,-53.6,Average Performer
1164520417,Tony Luongo,MA,1093.0,84631.7900001016,2445.5672682959007,91.1,7052.65,203.8,-36.5,Average Performer
1164520466,Kwabena Pobi,FL,2182.0,125623.2000007837,3630.077847344802,181.8,10468.6,302.5,-5.8,Average Performer
1164528667,Ajay Nangia,MO,107.0,4183.070000018,120.87631696106477,8.9,348.59,10.1,-96.9,Bottom 10% Performer
1164528873,Kymber Habenicht,TN,1165.0,50168.5900001872,1449.6994758218816,97.1,4180.72,120.8,-62.4,Average Performer
1164531034,Sandeep Sawhney,IL,13436.0,481872.5200005204,13924.456311311858,1119.7,40156.04,1160.4,261.5,Top 10% Performer
1164531422,Bhalchandra Parulkar,MA,2112.0,149617.2200011581,4323.422392552725,176.0,12468.1,360.3,12.2,Average Performer
1164531877,Asim Razzaq,MO,3050.0,117796.32999987689,3403.9082592101095,254.2,9816.36,283.7,-11.6,Average Performer
1164534640,Eric Vogt,MO,2294.0,128397.0600006966,3710.232848469251,191.2,10699.76,309.2,-3.7,Average Performer
1164539136,Timothy Brand,WA,1112.0,83350.280000141,2408.5360426785082,92.7,6945.86,200.7,-37.5,Average Performer
1164586988,David Sussman,NY,713.0,40080.6400001618,1158.1924626269802,59.4,3340.05,96.5,-69.9,Average Performer
1164588711,Sean Egan,NJ,496.0,42273.229999926,1221.5507625779774,41.3,3522.77,101.8,-68.3,Average Performer
1164589776,John Milner,IL,10733.0,396696.2999987864,11463.156890926666,894.4,33058.02,955.3,197.6,Top 10% Performer
1164606042,Justin Watson,GA,1470.0,76288.7999995593,2204.483589633051,122.5,6357.4,183.7,-42.8,Average Performer
1164612024,Jason Nelles,CA,1854.0,130721.67999965399,3777.406360699932,154.5,10893.47,314.8,-1.9,Average Performer
1164613808,Julia Golden,CA,2572.0,59360.370000106,1715.3102623259992,214.3,4946.7,142.9,-55.5,Average Performer
1164615936,Paul Rusilko,PA,684.0,58928.6600001714,1702.8353300903132,57.0,4910.72,141.9,-55.8,Average Performer
1164620548,Rashmi Licht,RI,5574.0,113077.24000039451,3267.542810259274,464.5,9423.1,272.3,-15.2,Average Performer
1164625737,Alok Shrivastava,FL,855.0,82970.7899998943,2397.5700885937867,71.2,6914.23,199.8,-37.8,Average Performer
1164631149,Colin Goudelocke,LA,574.0,39085.899999926,1129.4479023968538,47.8,3257.16,94.1,-70.7,Average Performer
1164637054,Joseph Mashni,AZ,806.0,61269.739999906,1770.4844796569978,67.2,5105.81,147.5,-54.0,Average Performer
1164659801,Kristen Scarpato,TN,309.0,17456.360000038,504.42868619027803,25.8,1454.7,42.0,-86.9,Average Performer
1164661765,Aqsa Khan,AZ,11627.0,274534.9699990611,7933.115164307584,968.9,22877.91,661.1,106.0,Average Performer
1164666228,Shelby Morrisroe,CA,18006.0,580155.1500000462,16764.485843578495,1500.5,48346.26,1397.0,335.2,Top 10% Performer
1164669404,Jens Carlsen,FL,2106.0,198164.0200011034,5726.257722636505,175.5,16513.67,477.2,48.7,Average Performer
1164670287,Seth Cohen,CA,1372.0,133278.3800007498,3851.2861857340536,114.3,11106.53,320.9,-0.0,Average Performer
1164675245,Michael Whalen,DC,6235.0,212829.2399996653,6150.032075167608,519.6,17735.77,512.5,59.7,Average Performer
1164679262,Bradley Erickson,IA,424.0,26591.260000037,768.395836585265,35.3,2215.94,64.0,-80.1,Average Performer
1164684239,Reid Graves,FL,2377.0,156809.6200006918,4531.257982693615,198.1,13067.47,377.6,17.6,Average Performer
1164686606,Matthew Fine,FL,443.0,29404.3300000026,849.6838716762487,36.9,2450.36,70.8,-77.9,Average Performer
1164687539,Ranko Miocinovic,IL,2495.0,175469.329999933,5070.459339653964,207.9,14622.44,422.5,31.6,Average Performer
1164697611,Michael Hoffman,NY,7364.0,221318.9800023126,6395.356323500199,613.7,18443.25,532.9,66.0,Average Performer
1164712469,Ryan Hankins,DC,2978.0,444954.7399996278,12857.659610116909,248.2,37079.56,1071.5,233.8,Top 10% Performer
1164721338,Mccabe Kenny,IA,920.0,72994.8199998919,2109.298911752573,76.7,6082.9,175.8,-45.2,Average Performer
1164722450,Gladys Ng,CA,630.0,34053.750000059,984.0360975795955,52.5,2837.81,82.0,-74.5,Average Performer
1164726329,Drew Freilich,GA,1985.0,129807.8199998662,3750.998953940802,165.4,10817.32,312.6,-2.6,Average Performer
1164730917,Jed Robinson,LA,2718.0,115534.6300008618,3338.5529182881046,226.5,9627.89,278.2,-13.3,Average Performer
1164747085,Joseph Zabell,MN,749.0,51643.9199999349,1492.3314319380602,62.4,4303.66,124.4,-61.3,Average Performer
1164749909,Michael Pinsky,LA,531.0,34269.0300001981,990.2569481826406,44.2,2855.75,82.5,-74.3,Average Performer
1164765277,Neel Parekh,OH,360.0,21224.190000001,613.3059971912836,30.0,1768.68,51.1,-84.1,Average Performer
1164786091,Roger Chen,GA,2198.0,109220.28999969069,3156.0902381564774,183.2,9101.69,263.0,-18.1,Average Performer
1164806667,Brittney Cotta,TX,12.0,1754.4,50.69611803665239,1.0,146.2,4.2,-98.7,Bottom 10% Performer
1164817631,Joseph Caputo,NJ,933.0,59427.789999629895,1717.258468125073,77.8,4952.32,143.1,-55.4,Average Performer
1164840682,Daniel Rittenberg,PA,3656.0,172743.9099983955,4991.704087660462,304.7,14395.33,416.0,29.6,Average Performer
1164846986,Derek Prabharasuth,FL,208.0,19129.090000169,552.7648224933392,17.3,1594.09,46.1,-85.6,Average Performer
1164849303,Julia Han,FL,5464.0,258095.5099990204,7458.071386023903,455.3,21507.96,621.5,93.6,Average Performer
1164861969,Michael Lao,CA,638.0,49055.0299997366,1417.521426788743,53.2,4087.92,118.1,-63.2,Average Performer
1164868493,Nicholas Kavoussi,TN,528.0,72009.619999944,2080.830024676041,44.0,6000.8,173.4,-46.0,Average Performer
1164868824,Derek Lomas,MN,1511.0,48860.620000157,1411.9036473278488,125.9,4071.72,117.7,-63.3,Average Performer
1164873816,Garrick Greear,CO,4018.0,94398.4999997152,2727.7915517946262,334.8,7866.54,227.3,-29.2,Average Performer
1164877809,Jacob Oppenheimer,DC,3763.0,67840.850000246,1960.3669284765735,313.6,5653.4,163.4,-49.1,Average Performer
1164886644,Jacob Jipp,IA,1012.0,77643.5799998818,2243.632065926967,84.3,6470.3,187.0,-41.8,Average Performer
1164914040,Matthew Loecher,PA,88.0,7281.539999965999,210.4114291648895,7.3,606.79,17.5,-94.5,Bottom 10% Performer
1164927927,Clayton Davis,CA,567.0,44842.0000009431,1295.779369042053,47.2,3736.83,108.0,-66.4,Average Performer
1164952594,Rohit Patil,MD,1800.0,160633.7299989694,4641.761591823702,150.0,13386.14,386.8,20.5,Average Performer
1164956520,Daniel Wang,MD,2855.0,141219.8599974263,4080.7676080420933,237.9,11768.32,340.1,5.9,Average Performer
1164962155,Emily Kelly,FL,1492.0,107712.85999918511,3112.5307025673173,124.3,8976.07,259.4,-19.2,Average Performer
1174013916,Thomas Lowrey,CO,245.0,16932.310000071,489.285445962602,20.4,1411.03,40.8,-87.3,Average Performer
1174050538,David Cochran,OK,7465.0,353918.5999996178,10227.028682710548,622.1,29493.22,852.3,165.5,Top 10% Performer
1174056139,Jeffrey Morrison,CO,79.0,10259.46999994,296.4633504961539,6.6,854.96,24.7,-92.3,Bottom 10% Performer
1174500953,Evangelos Geraniotis,MA,13207.0,758371.8000003777,21914.333269771825,1100.6,63197.65,1826.2,468.9,Top 10% Performer
1174501951,George Zakharia,KS,10270.0,187220.7900012902,5410.036062939305,855.8,15601.73,450.8,40.5,Average Performer
1174502173,Karl Westenfelder,MT,5173.0,286893.50999784877,8290.234408800989,431.1,23907.79,690.9,115.2,Average Performer
1174503106,Andrew Tobon,TX,791.0,59841.80000113,1729.221931362877,65.9,4986.82,144.1,-55.1,Average Performer
1174503478,Bernard Gburek,AZ,2799.0,193447.999999505,5589.980986051777,233.2,16120.67,465.8,45.1,Average Performer
1174504914,J Atwell,FL,16310.0,455179.85999891843,13153.130363891973,1359.2,37931.65,1096.1,241.5,Top 10% Performer
1174509814,Jay Motola,NY,913.0,65434.6300004001,1890.8354572417688,76.1,5452.89,157.6,-50.9,Average Performer
1174515175,Thomas Benz,WV,416.0,23464.749999957003,678.0504649443452,34.7,1955.4,56.5,-82.4,Average Performer
1174518401,Lee Epstein,FL,9458.0,498225.9799975248,14397.014985682472,788.2,41518.83,1199.8,273.8,Top 10% Performer
1174520621,Michael Ziegelbaum,NY,848.0,54647.1699998644,1579.1150140687046,70.7,4553.93,131.6,-59.0,Average Performer
1174520936,Parvez Mahmood,NJ,8880.0,404588.6299991852,11691.218047609538,740.0,33715.72,974.3,203.5,Top 10% Performer
1174521710,Shashi Shah,NY,944.0,67611.53000031601,1953.740370231808,78.7,5634.29,162.8,-49.3,Average Performer
1174522577,Jon Glass,LA,1160.0,56668.1799998938,1637.5152429302784,96.7,4722.35,136.5,-57.5,Average Performer
1174525257,Damara Kaplan,NM,3546.0,90829.770000369,2624.667545132635,295.5,7569.15,218.7,-31.9,Average Performer
1174526198,Jon Morton,NE,8445.0,153948.1000001626,4448.569909442892,703.8,12829.01,370.7,15.5,Average Performer
1174527113,Bruce Rosenfeld,VA,148.0,5884.920000063,170.05392097551885,12.3,490.41,14.2,-95.6,Bottom 10% Performer
1174528178,Narayana Ambati,CA,9176.0,240311.7599998928,6944.182256355589,764.7,20025.98,578.7,80.3,Average Performer
1174528459,Sammy Vick,TX,15786.0,583611.2500019134,16864.355231198842,1315.5,48634.27,1405.4,337.8,Top 10% Performer
1174528699,Vincent Catallozzi,RI,762.0,47678.0199997565,1377.730580062431,63.5,3973.17,114.8,-64.2,Average Performer
1174529309,John Connolly,CA,100422.0,393233.3899937736,11363.090717668325,8368.5,32769.45,946.9,195.0,Top 10% Performer
1174529366,G Healey,TX,1998.0,102719.530000379,2968.2406620888455,166.5,8559.96,247.4,-22.9,Average Performer
1174533228,Patrick Sweeney,MI,1044.0,52677.429999919,1522.1963116412376,87.0,4389.79,126.8,-60.5,Average Performer
1174535918,Alireza Moinzadeh,MA,387.0,63681.130000152,1840.1653460984446,32.2,5306.76,153.3,-52.2,Average Performer
1174539167,Edward Barton,MI,123.0,5270.850000016,152.30941276464912,10.2,439.24,12.7,-96.0,Bottom 10% Performer
1174539605,Jonathan Fleischmann,NY,5511.0,224928.00999988118,6499.6448613219945,459.2,18744.0,541.6,68.7,Average Performer
1174540751,David Dimarco,OR,2034.0,49022.82999992,1416.5909576873507,169.5,4085.24,118.0,-63.2,Average Performer
1174542823,Deborah Glassman,PA,933.0,50505.4799998975,1459.4344366008836,77.8,4208.79,121.6,-62.1,Average Performer
1174543821,Roger Williams,AL,5480.0,250613.3100011404,7241.861573970572,456.7,20884.44,603.5,88.0,Average Performer
1174546568,Siamak Daneshmand,CA,1171.0,137877.61999947001,3984.188382413267,97.6,11489.8,332.0,3.4,Average Performer
1174548762,Marianne Passarelli,CT,788.0,45424.87999996,1312.622593638134,65.7,3785.41,109.4,-65.9,Average Performer
1174558191,Mark Cain,GA,3503.0,84465.0299998262,2440.7484785912984,291.9,7038.75,203.4,-36.6,Average Performer
1174559728,Stewart Landau,UT,9306.0,243678.680004316,7041.474649176043,775.5,20306.56,586.8,82.8,Average Performer
1174560221,Marc Hodroff,ME,6559.0,102575.889999887,2964.0899607552115,546.6,8547.99,247.0,-23.0,Average Performer
1174561369,Jan Werner,TX,283.0,6440.489999995799,186.10798065074465,23.6,536.71,15.5,-95.2,Bottom 10% Performer
1174562425,Edward Messing,NY,371.0,20399.420000021,589.4729846103011,30.9,1699.95,49.1,-84.7,Average Performer
1174562714,Kristofer Wagner,TX,701.0,45339.619999728,1310.1588732576242,58.4,3778.3,109.2,-66.0,Average Performer
1174565709,Jesse Little,OK,13549.0,500328.4899990545,14457.770283910239,1129.1,41694.04,1204.8,275.3,Top 10% Performer
1174566756,Parvez Shah,MD,336.0,42824.209999936,1237.4721870628962,28.0,3568.68,103.1,-67.9,Average Performer
1174569362,Marc Pliskin,OH,61.0,20865.7,602.946870791939,5.1,1738.81,50.2,-84.3,Average Performer
1174570154,Mark Anthony Gonzalgo,FL,764.0,94327.4899999,2725.7396073507057,63.7,7860.62,227.1,-29.2,Average Performer
1174573125,Brian Benway,CA,344.0,34692.330000511,1002.4888603923863,28.7,2891.03,83.5,-74.0,Average Performer
1174573604,Graeme Steele,MA,3040.0,289695.7300010904,8371.208916352862,253.3,24141.31,697.6,117.3,Average Performer
1174574180,Jeffrey Dann,FL,2090.0,130949.9000006145,3784.0011327627562,174.2,10912.49,315.3,-1.8,Average Performer
1174577704,James Cochran,TX,6539.0,72536.799999657,2096.0637111169963,544.9,6044.73,174.7,-45.6,Average Performer
1174579940,Clifford Johnson,NC,808.0,46336.5099998925,1338.9655610813236,67.3,3861.38,111.6,-65.2,Average Performer
1174583686,Frederick Greenstein,NY,285.0,15421.23999995,445.6207269203206,23.8,1285.1,37.1,-88.4,Average Performer
1174584593,Claus Roehrborn,TX,5151.0,346622.76000061276,10016.204032821077,429.2,28885.23,834.7,160.0,Top 10% Performer
1174584809,Antonio Reyes,FL,731.0,51566.3200003499,1490.0890591960372,60.9,4297.19,124.2,-61.3,Average Performer
1174585947,George Newsome,NC,1274.0,53722.6199994936,1552.3987031079284,106.2,4476.88,129.4,-59.7,Average Performer
1174586366,Brett Mellinger,NY,99606.0,202576.1200032958,5853.752217905918,8300.5,16881.34,487.8,52.0,Average Performer
1174587604,Marc Gittelman,FL,775.0,37598.5700007615,1086.4691876242264,64.6,3133.21,90.5,-71.8,Average Performer
1174588487,Brian Guz,MI,5650.0,277020.1499989585,8004.928307614199,470.8,23085.01,667.1,107.8,Average Performer
1174589709,Stuart Diamond,NJ,5239.0,406177.820001248,11737.140165671122,436.6,33848.15,978.1,204.7,Top 10% Performer
1174589766,David Cheng,GA,29767.0,654381.3399937048,18909.367107446204,2480.6,54531.78,1575.8,390.9,Top 10% Performer
1174591762,Andranik Howhannesian,NJ,4340.0,253763.8300003472,7332.900751898423,361.7,21146.99,611.1,90.4,Average Performer
1174595508,Michael Howard,NJ,10550.0,434301.6799991139,12549.822864085449,879.2,36191.81,1045.8,225.8,Top 10% Performer
1174603757,Scott Neusetzer,LA,42854.0,243754.5799986459,7043.667897620828,3571.2,20312.88,587.0,82.9,Average Performer
1174609127,Manoj Monga,CA,258.0,30094.619999835002,869.6308753875028,21.5,2507.88,72.5,-77.4,Average Performer
1174616437,Christopher Porter,WA,149.0,9249.71999982,267.28505296218594,12.4,770.81,22.3,-93.1,Bottom 10% Performer
1174616692,Mark Bilowus,VA,254.0,27860.039999650002,805.0592090333524,21.2,2321.67,67.1,-79.1,Average Performer
1174622120,Thomas Slabaugh,KY,4879.0,227916.6900001262,6586.0074206392555,406.6,18993.06,548.8,71.0,Average Performer
1174625693,Keith Schulze,OR,117.0,8135.800000004,235.09660118718608,9.8,677.98,19.6,-93.9,Bottom 10% Performer
1174628127,Catherine Schwender,GA,8439.0,218183.0000008101,6304.737301431826,703.2,18181.92,525.4,63.7,Average Performer
1174630032,Jean Francois Eid,NY,1450.0,164133.7299995774,4742.899538220821,120.8,13677.81,395.2,23.1,Average Performer
1174635593,Diane Hartman,CO,14.0,6532.97999998,188.780623124758,1.2,544.41,15.7,-95.1,Bottom 10% Performer
1174644314,Ernest Mcphail,NC,1692.0,68899.6900001857,1990.9637579446949,141.0,5741.64,165.9,-48.3,Average Performer
1174645329,Frank Casey,GA,27208.0,160927.23000142342,4650.242731112442,2267.3,13410.6,387.5,20.7,Average Performer
1174681142,Lynn Lyons,GA,29685.0,17518.360000043802,506.22027266916905,2473.8,1459.86,42.2,-86.9,Average Performer
1174688683,Anegundi Nagendra,IN,203.0,12349.1700001194,356.84848380115125,16.9,1029.1,29.7,-90.7,Bottom 10% Performer
1174689814,Lee Koster,PA,429.0,12033.430000024002,347.72468517271477,35.8,1002.79,29.0,-91.0,Bottom 10% Performer
1174695647,Anita Pillai-Allen,MD,712.0,49931.0199999554,1442.8345209805007,59.3,4160.92,120.2,-62.5,Average Performer
1174705313,David Rosenberg,CT,4297.0,141925.0400001521,4101.144881557411,358.1,11827.09,341.8,6.5,Average Performer
1174710578,Prithipal Sethi,CA,103263.0,1125342.2000072182,32518.51402370726,8605.2,93778.52,2709.9,744.2,Top 10% Performer
1174713218,Patrick Kenney,CT,286.0,22935.109999873,662.7456929646421,23.8,1911.26,55.2,-82.8,Average Performer
1174718399,Jeffrey Bassett,CA,1729.0,195609.570002019,5652.4429149117495,144.1,16300.8,471.0,46.7,Average Performer
1174720569,Marina Cheng,WA,2716.0,193325.3800002121,5586.437690362192,226.3,16110.45,465.5,45.0,Average Performer
1174727960,Joshua Stern,MA,513.0,38408.42999974,1109.8713525246922,42.8,3200.7,92.5,-71.2,Average Performer
1174749907,John Rabets,OH,523.0,86080.580000024,2487.4323098180093,43.6,7173.38,207.3,-35.4,Average Performer
1174750129,Nick Liu,NY,368.0,19723.659999933,569.9458478519167,30.7,1643.64,47.5,-85.2,Average Performer
1174750970,Mohammed Haseebuddin,MD,8905.0,674253.2100008253,19483.595714086645,742.1,56187.77,1623.6,405.8,Top 10% Performer
1174758262,Priyanka Gupta,MI,519.0,39033.610000063,1127.936901481902,43.2,3252.8,94.0,-70.7,Average Performer
1174758965,Pranav Sharma,MI,568.0,41709.860000153,1205.2713097697233,47.3,3475.82,100.4,-68.7,Average Performer
1174762116,Benjamin Scoll,ME,2110.0,51508.7500000333,1488.4254844517254,175.8,4292.4,124.0,-61.4,Average Performer
1174772735,Philippa Cheetham,NY,1692.0,199997.36000189002,5779.234934835088,141.0,16666.45,481.6,50.0,Average Performer
1174780852,Naveen Pokala,MO,580.0,66843.400000056,1931.5440585807166,48.3,5570.28,161.0,-49.9,Average Performer
1174784888,Molly Williams,CO,1272.0,90185.7800005401,2606.058451969303,106.0,7515.48,217.2,-32.3,Average Performer
1174785794,Adam Luchey,VA,146.0,9840.639999994,284.36060590281505,12.2,820.05,23.7,-92.6,Bottom 10% Performer
1174793806,Andrew Smith,CA,7301.0,377162.179999905,10898.688096349932,608.4,31430.18,908.2,182.9,Top 10% Performer
1174796353,Kirk Anderson,CO,549.0,47892.6400001946,1383.9323589470846,45.8,3991.05,115.3,-64.1,Average Performer
1174799837,John Kefer,CO,4847.0,172172.9000003006,4975.203865212031,403.9,14347.74,414.6,29.2,Average Performer
1174813638,Britt Conroy,OH,219.0,15800.899999986,456.5915934134923,18.2,1316.74,38.0,-88.1,Average Performer
1174813786,Matthew Meissner,PA,567.0,36310.669999793,1049.2533129841763,47.2,3025.89,87.4,-72.8,Average Performer
1174816300,Rachel Moses,NH,316.0,22246.46,642.8460796042327,26.3,1853.87,53.6,-83.3,Average Performer
1174818710,Drew Palmer,FL,3237.0,195543.4100005288,5650.5311187165535,269.8,16295.28,470.9,46.7,Average Performer
1174841654,Aaron Weinberg,MD,7078.0,241595.44000062539,6981.276187522045,589.8,20132.95,581.8,81.2,Average Performer
1174844245,Jeremy Reese,WI,1646.0,101409.56999972649,2930.3873294301743,137.2,8450.8,244.2,-23.9,Average Performer
1174865810,Farzana Faisal,AZ,1333.0,77409.9800001344,2236.8818304273336,111.1,6450.83,186.4,-41.9,Average Performer
1174884886,Aaron Benham,OK,8236.0,325308.5600000597,9400.29705659852,686.3,27109.05,783.4,144.0,Top 10% Performer
1174889760,Ilan Safir,NY,54842.0,598279.8200090573,17288.2263874409,4570.2,49856.65,1440.7,348.8,Top 10% Performer
1174901581,Bradley Garden,FL,1289.0,107691.78000008021,3111.9215631904167,107.4,8974.32,259.3,-19.2,Average Performer
1174919948,Jonathan Corbett,OH,8639.0,107403.7499997202,3103.598488124099,719.9,8950.31,258.6,-19.4,Average Performer
1174933048,Kyle Ericson,OH,977.0,85433.459999396,2468.7327704109666,81.4,7119.45,205.7,-35.9,Average Performer
1174934624,Alyssa Gracely,MD,3858.0,261225.83999966798,7548.527142525559,321.5,21768.82,629.0,96.0,Average Performer
1174941769,Matthew Houlihan,IL,1570.0,75917.4300002332,2193.7522756105323,130.8,6326.45,182.8,-43.0,Average Performer
1174962757,Michael Degen,NY,1619.0,100468.5399991708,2903.1948032193886,134.9,8372.38,241.9,-24.6,Average Performer
1174966600,Matthew Strain,LA,782.0,39546.0500001779,1142.7446526974327,65.2,3295.5,95.2,-70.3,Average Performer
1174974828,Daniel Holst,MT,882.0,64730.079999804,1870.47638861834,73.5,5394.17,155.9,-51.4,Average Performer
1174977961,Kyla Velaer,CA,3209.0,132479.2899995238,3828.1952366779306,267.4,11039.94,319.0,-0.6,Average Performer
1174985444,Lanette Rickborn,WI,128.0,3843.3999999988,111.06102374715513,10.7,320.28,9.3,-97.1,Bottom 10% Performer
1174986756,Shanta Shepherd,CT,953.0,42452.1699992504,1226.7215123084995,79.4,3537.68,102.2,-68.2,Average Performer
1184037590,Parth Shah,TX,2400.0,155590.6100004561,4496.032791825051,200.0,12965.88,374.7,16.7,Average Performer
1184060329,Eliza Defroda,MO,660.0,41003.260000036,1184.8530032201165,55.0,3416.94,98.7,-69.2,Average Performer
1184060881,Jay Carpenter,TX,15879.0,623959.0999973179,18030.26914244609,1323.2,51996.59,1502.5,368.1,Top 10% Performer
1184068520,William Berg,NY,761.0,77917.48000096,2251.5468326762257,63.4,6493.12,187.6,-41.5,Average Performer
1184069056,Haralampos Kamenidis,MA,4645.0,198895.8600002308,5747.405378233691,387.1,16574.66,479.0,49.2,Average Performer
1184086423,Alexandra Berger Eberhardt,CO,601.0,54635.2299998313,1578.769989187813,50.1,4552.94,131.6,-59.0,Average Performer
1184086431,Christopher Sayegh,NY,935.0,75764.1899989017,2189.3241673139987,77.9,6313.68,182.4,-43.2,Average Performer
1184119455,Matthew Sims,TN,1672.0,12955.699999977,374.3751119734903,139.3,1079.64,31.2,-90.3,Average Performer
1184144149,Nicole Dodge,WI,352.0,26085.959999876002,753.7944067790164,29.3,2173.83,62.8,-80.4,Average Performer
