Rndrng_NPI,Rndrng_Prvdr_First_Name,Rndrng_Prvdr_Last_Org_Name,Rndrng_Prvdr_Crdntls,Rndrng_Prvdr_City,Rndrng_Prvdr_State_Abrvtn,Rndrng_Prvdr_Zip5
1194786905,Mahlon,Chinn,MD,Arcardia,CA,91006
1194787408,James,Cullison,MD,Carrollton,GA,30117
1194792572,Loren,Smith,MD,Topeka,KS,66606
1194792820,James,Saidi,M.D.,Glen Ridge,NJ,07028
1194795195,Jamie,Lowe,MD,Glenwood Springs,CO,81601
1194795336,Timothy,Roth,M.D.,Lake Barrington,IL,60010
1194811182,Eric,Ward,M.D.,Columbus,OH,43214
1194820043,Ravi,Mootha,M.D.,Richardson,TX,75082
1194825216,Paige,White,MD,Gulfport,MS,39501
1194829366,Eric,Miller,MD,E Providence,RI,02914
1194830091,Stephen,Culp,M.D.,Charlottesville,VA,22903
1194832774,William,Swanson,MD,Springfield,MA,01107
1194841452,David,Morris,MD,Hendersonville,TN,37075
1194875310,Harry,Slatch,M.D.,Glens Falls,NY,12801
1194883769,Chi,Lee,MD,Berkeley,CA,94705
1194889543,James,Jezior,M.D.,Fairfax,VA,22033
1194894493,Nathan,Fischman,M.D.,Metairie,LA,70006
1194915066,Kara,Babaian,M.D.,Houston,TX,77030
1194921486,James,Mcgeady,M.D.,Tulsa,OK,74146
1194923474,George,Lee,"M.D., FACS",Mount Airy,NC,27030
1194924738,Eddie,Michli,MD,Milford,MA,01757
1194927376,Alberto,Corica,M.D.,Tucson,AZ,85715
1194928168,Jay,Heintz,MD,Hammond,LA,70403
1194929463,Derrick,Reedus,M.D.,Newark,OH,43055
1194930081,Damon,Dyche,M.D.,Ames,IA,50010
1194934182,Sujith,Reddy,MD,Baton Rouge,LA,70816
1194936385,Andrew,Bullock,M.D.,Greenville,SC,29605
1194940171,Peter,Garbeff,MD,Stockton,CA,95209
1194948356,Tony,Mammen,MD,Arlington,TX,76017
1194948778,Samuel,Kuykendall,M.D.,Kansas City,MO,64111
1194950444,Jason,Riley,DO,Cumberland,MD,21502
1194952143,Surendra,Kolla,MD,Wichita,KS,67208
1194953125,John,Gunselman,D.O.,Portland,OR,97213
1194955831,Ryan,Nelson,DO,Utica,MI,48317
1194969436,Farshid,Mirzaee,MD,Rancho Mirage,CA,92270
1194980565,Christopher,Tepera,M.D.,Gig Harbor,WA,98332
1194986026,Philip,Rosen,MD,Salem,OR,97302
1194988436,Renee,Quillin,M.D.,Knoxville,TN,37916
1194996686,Charles,Beamon,MD,Fredericksburg,VA,22401
1194999086,Florian,Schroeck,M.D.,White River Junction,VT,05009
1205003092,Edward,Rampersaud,MD,Durham,NC,27704
1205007341,Niall,Harty,M.D.,Elizabethtown,KY,42701
1205020385,Brian,Marks,M.D.,Bedford,NH,03110
1205026846,Thomas,Holley,MD,Homewood,AL,35209
1205035284,Ryan,Miller,M.D.,Independence,MO,64055
1205037587,Christopher,Kyle,"MD, MPH",Springfield,OR,97477
1205039807,Daniel,Decker,MD,Mountain Home,AR,72653
1205041415,Duojia,Cooney,M.D.,Carmichael,CA,95608
1205060175,Jason,Bourque,M.D.,Lafayette,LA,70508
1205060902,Joshua,Langston,MD,Virginia Beach,VA,23462
1205069762,Mahesh,Goel,MD,Carmel,IN,46033
1205091949,Bruce,Jacobs,,Pittsburgh,PA,15232
1205118296,Laura,Giusto,M.D.,Owings Mills,MD,21117
1205122140,Joceline,Fuchs,M.D.,Huntingdon Valley,PA,19006
1205132628,Mya,Levy,M.D.,Porter Ranch,CA,91326
1205135944,Bethany,Burge,M.D.,Austin,TX,78745
1205136496,Ines,Stromberg,MD,Gloucester,VA,23061
1205137387,Sanoj,Punnen,,Miami,FL,33136
1205153947,Amin,Herati,M.D.,Baltimore,MD,21224
1205156320,Christopher,Powell,M.D.,Kansas City,KS,66160
1205156999,Thenappan,Chandrasekar,M.D.,Philadelphia,PA,19107
1205157120,Mohammad,Ramadan,MD,Oklahoma City,OK,73102
1205179959,Jordan,Brady,M.D.,Cary,NC,27518
1205190683,David,Melendez,M.D.,Kissimmee,FL,34741
1205195195,Charles,Peyton,,Birmingham,AL,35233
1205198686,Stephen,Ryan,MD,South Portland,ME,04106
1205215621,Alexander,Tapper,M.D.,Pontiac,MI,48341
1205217122,Michael,Chevinsky,M.D.,Bethpage,NY,11714
1205247178,Siri,Drangsholt,M.D.,New York,NY,10016
1205273091,Chirag,Dave,M.D.,Marietta,GA,30060
1205278603,Daniel,Cwikla,MD,Orange,CA,92868
1205281912,Ava,Saidian,,San Diego,CA,92103
1205290087,James,Ellenburg,M.D.,Opelika,AL,36801
1205290277,Matthew,Smith,M.D.,Houston,TX,77030
1205298007,Ji Hae,Park,M.D.,Palisades Park,NJ,07650
1205299732,Andrew,Ng,M.D.,Worthington,OH,43085
1205322393,Harjivan,Kohli,MD,Fullerton,CA,92835
1205356722,Megan,Bock,MD,Carmel,IN,46032
1205368198,Roxanne,Haslam,MD,Coeur D Alene,ID,83814
1205368248,Igor,Inoyatov,MD,Coral Springs,FL,33076
1205805553,Biren,Patel,M.D.,Surprise,AZ,85374
1205808433,Moshe,Wald,MD,Iowa City,IA,52242
1205809787,Christian,Magura,M.D.,Rock Hill,SC,29732
1205810512,Brad,White,MD,Saint Louis,MO,63141
1205810520,Matthew,Spellman,MD,Saint Louis,MO,63141
1205813623,John,Mulhall,MD,New York,NY,10021
1205815354,Stephen,Charbonnet,M.D.,Houma,LA,70360
1205821881,Michael,Zaragoza,MD,Dover,DE,19904
1205822640,Pratik,Desai,M.D.,Woodbridge,VA,22191
1205824489,Nelson,Ploch,M.D.,North Charleston,SC,29406
1205829892,Michael,Savino,M.D.,Staten Island,NY,10309
1205832706,Stephen,Ponas,M.D.,Phoenix,AZ,85012
1205834074,Tyrun,Richardson,M.D.,Springfield,MO,65804
1205834728,Edward,King,MD,Ocala,FL,34471
1205836335,David,Wilks,MD,Hobart,IN,46342
1205836343,Christopher,Ramsey,M.D.,Powell,TN,37849
1205836764,Jonathan,Kalish,MD,Tupelo,MS,38801
1205841079,Greg,Griewe,M.D.,Pinehurst,NC,28374
1205856382,Jorge,Arzola,M.D.,Fort Wayne,IN,46845
1205875556,Michael,Crone,MD,Lubbock,TX,79430
1205876729,Kenneth,Angermeier,MD,Cleveland,OH,44195
1205876976,Christopher,Reese,M.D.,Cleveland,OH,44111
1205879335,Stanley,Ring,MD,Freeport,NY,11520
1205879772,Joseph,Parkhurst,MD,Bethany,OK,73008
1205883881,Harbhajan,Ajrawat,MD,Greenbelt,MD,20770
1205885944,Donald,Rudick,MD,St Marys,PA,15857
1205890381,Anthony,Kim,M. D.,Middlebury,CT,06762
1205892163,Mitchell,Efros,MD,Garden City,NY,11530
1205892965,James,Ratliff,M.D.,Richmond,VA,23235
1205893807,Randy,Ackerman,MD,Cherry Hill,NJ,08002
1205899952,Alfred,Holden,M.D.,Dallas,TX,75230
1205904315,Munah,Hawila,M.D.,Houston,TX,77055
1205905379,Sandip,Prasad,"MD, MPHIL",Charleston,SC,29425
1205920261,James,Tierney,DO,Charleston,WV,25304
1205927837,Dalton,Baldwin,M.D.,Loma Linda,CA,92354
1205928678,John,Wei,MD,Brighton,MI,48116
1205939998,Richard,Maggio,M.D.,Staten Island,NY,10310
1205945920,Benjamin,Chung,M.D.,Stanford,CA,94305
1205961182,Randil,Clark,M.D.,Coeur D' Alene,ID,83814
1205975224,Cole,Davis,M.D.,Tulsa,OK,74146
1205983194,Kelly,Boudreaux,M.D.,Baton Rouge,LA,70810
1205987500,Matthew,Nielsen,M.D.,Chapel Hill,NC,27599
1205992609,Aaron,Latowsky,MD,Litchfield Park,AZ,85340
1215024195,Ajay,Kwatra,MD,Conroe,TX,77304
1215032149,Michael,Wierschem,M.D.,Plano,TX,75024
1215033618,Michael,Daniels,M.D.,Philadelphia,PA,19144
1215034111,Brian,Cox,MD,Yakima,WA,98902
1215037726,Marty,Scheinberg,M.D.,Chattanooga,TN,37404
1215042510,Todd,Jarrell,M.D.,Columbus,GA,31901
1215068242,Eric,Giesler,MD,Austin,TX,78759
1215070297,Francis,Kim,M.D.,Tacoma,WA,98405
1215071469,Matthew,Mclaughlin,D.O.,Coeur D Alene,ID,83814
1215103403,David,Kang,M.D.,Monroe,NC,28112
1215106851,Margaret,Ekroth,MD,Iowa City,IA,52245
1215138342,David,Shusterman,M.D.,New York,NY,10017
1215141395,Yvonne Katherine,Koch,MD,Miami Beach,FL,33140
1215151543,Charles,Wakefield,MD,Omaha,NE,68114
1215158092,Paul,Espy,M.D.,Waco,TX,76712
1215159843,Jeffrey,Nix,M.D.,Birmingham,AL,35233
1215165584,Stephen,Larsen,M.D.,Goodyear,AZ,85395
1215179452,Philip,Dorsey,MD,Linwood,NJ,08221
1215188214,Doreen,Chung,MD,New York,NY,10032
1215202627,David,Bayne,M.D.,San Francisco,CA,94143
1215220330,Jessica,Phelps,MD,Muskegon,MI,49444
1215221411,Erwin,Tieva,M.D.,El Paso,TX,79920
1215222856,Kara,Watts,MD,Bronx,NY,10467
1215222989,Dominic,Tang,M.D.,Arlington,TX,76017
1215226865,Catherine,Eden,M.D.,Maywood,IL,60153
1215259627,Federico,Corica,M.D.,Ponce,PR,00717
1215277934,Naveen,Kachroo,"MBBS(HONS), MRCS",Detroit,MI,48202
1215290705,Ian,Mclaren,M.D.,Wenatchee,WA,98801
1215292743,Esther,Han,D.O.,Arlington,TX,76017
1215295639,Ricardo,Palmerola,M.D.,Miami,FL,33137
1215296348,Ramkishen,Narayanan,M.D.,Burbank,CA,91505
1215298104,Daniel,Pucheril,"M.D., M.B.A",Kettering,OH,45429
1215299284,Nora,Baker,D.O.,Tulsa,OK,74136
1215316658,Rita,Jen,MD,Newnan,GA,30265
1215317847,Antoin,Douglawi,M.D.,Los Angeles,CA,90033
1215347471,Kevan,Iffrig,,Bethlehem,PA,18017
1215370606,Kyle,Scarberry,M.D.,Winston Salem,NC,27103
1215370861,Nathan,Littlejohn,M.D.,Hot Springs,AR,71913
1215371950,James,Steward,,Indianapolis,IN,46202
1215374210,Stephen,Unterberg,MD,San Diego,CA,92103
1215376157,Daniel,Kaufman,M.D.,Denver,CO,80211
1215381462,Jacob,Brems,M.D.,Centennial,CO,80112
1215425871,Phillip,Mann,DO,Saint Joseph,MO,64506
1215429576,Joshua,Eccles,MD,Pennington,NJ,08534
1215458237,Mohammad,Hajiha,"MD, FRCSC UROLOGY",Johns Creek,GA,30097
1215466487,Andrew,Higgins,MD,Highland Park,IL,60035
1215477732,Shalin,Desai,M.D.,Naperville,IL,60540
1215900303,Mark,Anderson,M.D.,Port Orchard,WA,98366
1215901574,David,Pollifrone,MD,Fort Wayne,IN,46845
1215908611,Frank,Salvatore,MD,Hackettstown,NJ,07840
1215913975,David,Harris,M.D.,Fort Myers,FL,33912
1215914239,Mark,Dickinson,MD,Franklin,TN,37067
1215916697,Guido,Dalbagni,MD,New York,NY,10021
1215919048,James,Relle,MD,West Bloomfield,MI,48322
1215923479,Scott,Van Appledorn,M.D.,Kirkland,WA,98034
1215929104,Thomas,Weldon,M.D.,Clarksdale,MS,38614
1215932926,Kevin,Kronner,MD,Missoula,MT,59808
1215934187,William,Roth,MD,Lafayette,LA,70503
1215934781,K,Chevli,M.D.,Cheektowaga,NY,14225
1215935291,Dennis,Larock,MD,Fall River,MA,02724
1215937586,David,Ho,M.D.,Houston,TX,77030
1215948211,Martha,Terris,M.D.,Augusta,GA,30912
1215948922,Walter,Schimon,M.D.,Modesto,CA,95355
1215953039,Stephen,Zappala,M.D.,Andover,MA,01810
1215955489,Howard,Miller,MD,Lewistown,PA,17044
1215956016,Richard,Pidutti,MD,Johnstown,PA,15905
1215956974,Edouard,Trabulsi,M.D.,Philadelphia,PA,19107
1215961842,David,Lamb,M.D.,West Columbia,SC,29169
1215963632,Michael,Finkelstein,M.D.,Henderson,NV,89074
1215964069,Timothy,Coblentz,M.D.,Canton,OH,44708
1215966882,Raymond,Leveillee,MD,Boynton Beach,FL,33435
1215971916,Surena,Matin,"M.D., F.A.C.S.",Houston,TX,77030
1215972732,Ali,Latefi,DO,Spartanburg,SC,29303
1215982715,Matthew,Dumont,M.D.,Fredericksburg,VA,22401
1215987524,Lawrence,Yore,M.D.,Delray Beach,FL,33484
1215989546,James,Porter,M.D.,Seattle,WA,98104
1215993845,Michael,Gardner,M.D.,Tualatin,OR,97062
1215995998,Kristina,Wittig,MD,Santa Clarita,CA,91355
1225004716,Nicholas,Hellenthal,M.D.,Cooperstown,NY,13326
1225004898,Deborah,Wilson,M.D.,Scottsdale,AZ,85258
1225007438,Jeffrey,Williams,M.D.,Glen Ridge,NJ,07028
1225011588,Donald,Mcknight,M.D.,Jackson,TN,38301
1225020571,Julie,Chacko,MD,Santa Barbara,CA,93105
1225023344,Michael,Simmons,MD,Scottsboro,AL,35769
1225024342,Joseph,Mouchizadeh,MD,Ronceverte,WV,24970
1225024540,Sigmund,Tannenbaum,MD,Greensboro,NC,27403
1225024615,Mary,Waller,MD,Olney,IL,62450
1225025174,Kenneth,Ring,M.D.,Cranford,NJ,07016
1225026438,Timothy,Dixon,MD,Ashland,KY,41101
1225027352,Paul,Berger,MD,Allentown,PA,18106
1225029572,Eric,Thall,M.D.,Rockville Centre,NY,11570
1225033582,Kevin,Fitzgerald,M.D.,Doylestown,PA,18901
1225033996,Mark,Wainstein,MD,Avon,CO,81620
1225036841,Jim,Littlejohn,MD,Kingsport,TN,37660
1225050412,Sheldon,Pike,M.D,Hewlett,NY,11557
1225053291,William,Barba,M.D.,Los Angeles,CA,90033
1225055866,Jae,Kim,MD,Chicago Ridge,IL,60415
1225057508,Jacob,Rajfer,MD,Los Angeles,CA,90095
1225059108,Farhad,Nowzari,M.D.,Torrance,CA,90505
1225062797,Gary,Leach,MD,Los Angeles,CA,90048
1225064421,Andrew,Neeb,MD,Bend,OR,97701
1225065535,Scott,Howe,M.D.,Kearney,NE,68847
1225067556,James,Monroe,M.D.,Greenville,SC,29605
1225069032,Kent,Haggard,M.D.,Independence,MO,64057
1225071475,Jon,Auger,MD,Waukesha,WI,53188
1225076185,Walter,Simoneaux,M.D.,Thibodaux,LA,70301
1225084098,J,Ross,,Owensboro,KY,42301
1225084825,Ihor,Sawczuk,MD,Hackensack,NJ,07601
1225085657,Daniel,Hoffman,M.D.,Fredericksburg,VA,22401
1225088305,Jonathan,Jay,MD,Naples,FL,34110
1225092554,Bradley,Boehm,DO,Alpena,MI,49707
1225092794,Richard,Graham,M.D.,White River Junction,VT,05001
1225096621,William,Collyer,M.D.,Evansville,IN,47713
1225098031,Craig,Smith,MD,Winfield,IL,60190
1225110570,Richard,Lee,MD,Englewood,NJ,07631
1225114424,Ravi,Kamra,MD,Waterville,ME,04901
1225118284,Hugh,Fisher,,Albany,NY,12208
1225125784,John,Miller,M.D.,Binghamton,NY,13905
1225130800,Emerson,Harrison,M.D.,Moultrie,GA,31768
1225133788,Rajesh,Shinghal,MD,Stanford,CA,94305
1225142490,Jennifer,Rothschild,"M.D., MPH",Sacramento,CA,95817
1225149891,Maury,Jayson,MD,Pembroke Pines,FL,33028
1225158108,Adam,Reese,M.D.,Philadelphia,PA,19140
1225183791,Jerry,Mcroberts,M.D.,Harlan,KY,40831
1225223043,David,Hadley,MD,Kettering,OH,45429
1225235021,Ryan,Terlecki,M.D.,Winston Salem,NC,27103
1225259831,Daniel,Barocas,MD,Nashville,TN,37232
1225262314,Michael,Isaacson,MD,Rockville,MD,20850
1225262694,Andrew,Hung,M.D.,West Hollywood,CA,90048
1225263254,Henry,Okafor,M.D.,Chattanooga,TN,37403
1225263684,Christopher,Henry,M.D.,Lewiston,ME,04240
1225263817,Jeromy,Hackney,M.D.,Webster,TX,77598
1225265168,David,Goldfarb,MD,Houston,TX,77030
1225266232,Ishai,Ross,M.D.,Ft Lauderdale,FL,33308
1225272503,Samuel,Kaffenberger,M.D.,Ann Arbor,MI,48109
1225277593,Aaron,Lay,,Atlanta,GA,30322
1225278211,Timothy,Daskivich,M.D.,Los Angeles,CA,90095
1225279169,Alvin,Goh,M.D.,New York,NY,10065
1225290489,Ken,Haberman,MD,Federal Way,WA,98003
1225291123,Mark,Mann,MD,Millburn,NJ,07041
1225292477,Marc,Smaldone,M.D.,Philadelphia,PA,19111
1225294580,Gillian,Stearns-Parr,MD,Charlotte,NC,28204
1225296593,Christopher,Barbieri,"MD, PHD",New York,NY,10065
1225296957,Elizabeth,Johnson,MD,Duluth,MN,55802
1225299795,Katherine,Holden Rinard,M.D.,Abilene,TX,79601
1225324239,David,Crawley,M.D.,New London,CT,06320
1225328958,Amanda,Vandlac,M.D.,Portland,OR,97213
1225353295,Deborah,Kaye,MD,Durham,NC,27710
1225353717,Olufenwa,Milhouse,M.D.,Chicago,IL,60610
1225357973,Mourad,Abouelleil,M.D.,West Palm Beach,FL,33401
1225359243,Elizabeth,Dray,M.D.,Bristol,TN,37620
1225359920,Patrick,Mckenzie,MD,Greensboro,NC,27403
1225422322,Dielle,Duval,M.D,Reno,NV,89502
1225441660,Kyle,Lester,D.O.,Leesburg,VA,20176
1225442841,Marshall,Shaw,M.D.,Oklahoma City,OK,73104
1225444029,Scott,Erpelding,,Lexington,KY,40536
1225455157,Miriam,Locke,MD,South Lake Tahoe,CA,96150
1225457773,Campbell,Bryson,M.D.,Coupeville,WA,98239
1225458599,Richmond,Owusu,M.D.,San Diego,CA,92103
1225476989,Shu,Pan,M.D.,Oakland,CA,94609
1225483183,Robin,Djang,M.D.,Temple,TX,76508
1225484249,Veronica,Rupert,M.D.,York,PA,17403
1225484363,Peter,Dietrich,M.D.,Milwaukee,WI,53226
1225490394,Itunu Oluwa,Arojo,M.D,Sugar Land,TX,77479
1225491236,Daniel,Pitts,MD,State College,PA,16801
1225527252,Levi,Hamilton,MD,Rapid City,SD,57701
1225532690,Jesse,Rockmore,DO,Sumter,SC,29150
1225534316,Robert,Libby,MD,Stockbridge,GA,30281
1225558810,Lauren,Abrams,MD,Denver,CO,80211
1225561343,Timothy,Quinn,,Atlanta,GA,30332
1225593148,Logan,Zemp,MD,Tampa,FL,33612
1225593882,Nicholas,Parker,MD,Scottsdale,AZ,85259
1235100371,John,Daly,MD,Brattleboro,VT,05301
1235108374,Mitchell,Bamberger,MD,Leominster,MA,01453
1235117078,Joanne,Lamonica,M.D.,Ukiah,CA,95482
1235119090,Steven,Tillem,M.D.,Astoria,NY,11102
1235120247,Mark,Waples,MD,Milwaukee,WI,53215
1235121740,Robert,Grajewski,M.D.,Jefferson,NC,28640
1235123530,Geoffrey,Kostiner,M.D.,Newport News,VA,23606
1235131186,Michael,Eufemio,M.D.,East Stroudsburg,PA,18301
1235131616,Aftab,Husain,M.D.PA,Perth Amboy,NJ,08861
1235132762,L,Tan,M.D.,Marianna,FL,32446
1235133208,Mahesh,Patel,"MD, PA",Tampa,FL,33603
1235143025,Dino,Delaurentis,DO,Clarksville,TN,37043
1235143314,Michael,Brown,M.D.,Pinole,CA,94564
1235163783,Peter,Levesque,MD,Taunton,MA,02780
1235164286,David,Gubin,MD,Memphis,TN,38120
1235165929,Edward,Kirsh,MD,Chicago,IL,60608
1235166901,Richard,Landau,MD,Sellersville,PA,18960
1235167149,Lara,Hammond,MD,Carbondale,IL,62901
1235169285,Shaheen,Rahman,M.D.,Schenectady,NY,12309
1235171943,Vibha,Sabharwal,M.D.,Bolingbrook,IL,60440
1235171950,Thurlow,Underhill,MD,New Bern,NC,28562
1235184912,Leonard,Renfer,MD,Salinas,CA,93901
1235194846,David,Paolone,MD,Madison,WI,53715
1235195058,Emilia,Phillips,MD,Beverly,MA,01915
1235199167,Ricardo,Saade,M.D.,Manati,PR,00674
1235199688,Paul,Maroni,MD,Aurora,CO,80045
1235201427,Erik,Grossgold,M.D.,Portsmouth,VA,23708
1235210493,Douglas,Sutherland,M.D.,Tacoma,WA,98405
1235210774,Cordell,Nwokeji,MD,Kingwood,TX,77339
1235217985,Isaac,Kim,"MD, PHD",New Haven,CT,06519
1235218066,Gregory,Pappas,MD,North Bergen,NJ,07047
1235221219,Marvin,Young,MD,Lake Mary,FL,32746
1235222936,Gerard,Galarneau,M.D.,Middletown,NY,10940
1235226598,Murray,Goldberg,M.D.,West Palm Beach,FL,33401
1235231200,Paul,Kozlowski,MD,Seattle,WA,98101
1235232745,Alan,Kowitz,M.D.,Sequim,WA,98382
1235240219,Young,Kim,MD,South Weymouth,MA,02190
1235249251,Anthony,Nazaroff,M.D.,Bisbee,AZ,85603
1235249509,James,Hotaling,MD,Seattle,WA,98195
1235270034,Paul,Crum,MD,Jacksonville,FL,32204
1235270067,Adam,Perlmutter,DO,Plymouth,IN,46563
1235273848,Todd,Lehrfeld,MD,Somers Point,NJ,08244
1235274101,William,Huang,M.D.,New York,NY,10017
1235295619,Benjamin,Brucker,MD,New York,NY,10017
1235299850,Steven,Guarnaccia,MD,Redwood City,CA,94062
1235303512,Emma,Bendana,M.D.,Las Cruces,NM,88011
1235313164,James,Johannes,MD,Allentown,PA,18103
1235331182,Satyan,Shah,"MD, FACS",Albuquerque,NM,87106
1235334897,Sarah,Psutka,M.D.,Seattle,WA,98195
1235335381,Ciara,Marley,M.D.,New York,NY,10022
1235351867,Jeremy,Hubbard,M.D.,Charlotte,NC,28262
1235356999,Benjamin,Yang,M.D.,Riverside,CA,92506
1235364878,Joshua,Gonzalez,M.D.,Los Angeles,CA,90036
1235372715,Katie,Murray,D.O.,New York,NY,10017
1235383381,Heather,Willis,MD,Hickory,NC,28601
1235385964,Adam,Walker,M.D.,Muskegon,MI,49444
1235391244,Brian,Rambarran,"MD, MPH",Sanborn,NY,14132
1235392911,Loren,Jones,MD,Austin,TX,78759
1235398751,Ryan,Novak,M.D.,Grand Rapids,MN,55744
1235399536,Vannhu,Nguyen,M.D.,Green Bay,WI,54311
1235403130,Peter,Tek,D.O.,Joliet,IL,60431
1235405192,Jonathan,Wingate,M.D.,Tacoma,WA,98431
1235440090,Joseph,Jacob,MD,Syracuse,NY,13210
1235442534,Daniel,Su,M.D.,Laguna Hills,CA,92653
1235469206,Christine,Tran,MD,Leesburg,VA,20176
1235470261,Paul,Mcclain,M.D.,Winston Salem,NC,27103
1235495003,Barrett,Mccormick,M.D.,Jacksonville,FL,32207
1235495185,Brenton,Winship,M.D.,Lakewood,CO,80228
1235514282,Spencer,Larkin,M.D.,Lexington,KY,40536
1235523598,Jj,Zhang,MD,Los Angeles,CA,90095
1235524018,Andrew,Zganjar,MD,Jacksonville,FL,32224
1235549585,Joseph,Wan,M.D.,Columbus,OH,43212
1235558479,Zein,Nakhoda,M.D.,Cranford,NJ,07016
1235575903,Bobby,Alexander,M.D.,Palm Desert,CA,92260
1235584533,Joel,Hancock,M.D.,Twin Falls,ID,83301
1235587478,Mubashir,Billah,M.D.,Millburn,NJ,07041
1235629973,Kieran,Hynes,MD,Jackson,MS,39202
1235636705,Marissa,Falkiewicz,MD,Milwaukee,WI,53215
1235669276,Tamer,Dafashy,MD,Webster,TX,77598
1235672460,Giovanni,Gonzalez Albo,MD,Ponce,PR,00717
1235705344,Victoria,Edmonds,MD,Scottsdale,AZ,85259
1245201136,Matthew,Woolley,MD,West Islip,NY,11795
1245202555,Jay,Basillote,M.D.,Staten Island,NY,10304
1245204197,Sameer,Sharma,MD,Grafton,WI,53024
1245211143,Richard,Grunert,MD,Burlington,VT,05401
1245211663,Sovrin,Shah,MD,New York,NY,10003
1245214964,Peter,Filderman,MD,Baltimore,MD,21229
1245216605,Jayram,Krishnan,"D.O., M.B.A.",Voorhees,NJ,08043
1245226828,Christopher,Vallorosi,MD,Dover,DE,19904
1245227990,Richard,Davi,MD,Miami,FL,33176
1245235365,Elizabeth,Kornfield Chadwell,MD,Seaford,DE,19973
1245235449,Edward,Beck,MD,Danbury,CT,06810
1245236348,Henry,Ruiz,MD,Edinburg,TX,78539
1245238484,Mark,Swofford,DO,Pikeville,KY,41501
1245239466,Shih-Han,Chow,M.D.,Cherry Hill,NJ,08003
1245242957,Omid,Lesani,M.D.,Las Vegas,NV,89128
1245244961,Jeffery,Vaught,M.D.,Greenwood,IN,46143
1245248236,Brian,Heaton,MD PC,Ogden,UT,84403
1245249044,Christian,Hettinger,M.D.,Overland Park,KS,66211
1245249929,Lester,Borden,MD,Greensboro,NC,27403
1245252451,Donald,Urban,MD,Fort Wayne,IN,46845
1245258417,Walter,Frank,MD,Georgetown,SC,29440
1245261015,Stjepan,Gardilcic,M.D.,Mansfield,OH,44906
1245268036,Christopher,Gonzalez,MD,Maywood,IL,60153
1245270842,Michael,Lee,D.O.,Fort Collins,CO,80528
1245277268,Barry,Sadler,MD,Hudson,FL,34667
1245280791,Scott,Montgomery,MD,Merriam,KS,66204
1245280874,George,Canellakis,M.D.,North Andover,MA,01845
1245281179,Terrence,Regan,MD,Palm Coast,FL,32164
1245282342,Christopher,Stanczyk,DO,Murray,KY,42071
1245282458,Joseph,Carbone,MD,Danville,VA,24541
1245283191,Amery,Wirtshafter,MD,North Miami,FL,33181
1245284785,Matthew,Wilner,M.D.,Dallas,TX,75231
1245288562,Michael,Tepedino,MD,Tullahoma,TN,37388
1245289677,Kimberly,Berni,MD,Saint Peters,MO,63376
1245292655,John,Apostol,M.D.,Champlin,MN,55316
1245293299,Humphrey,Atiemo,MD,Toledo,OH,43606
1245293455,Todd,Hansen,M.D.,Greenwood,SC,29646
1245295997,Anthony,Saracino,MD,Cocoa,FL,32922
1245296375,Daniel,Rukstalis,M.D.,Roanoke,VA,24016
1245296524,J,Trussell,M.D.,Syracuse,NY,13210
1245296912,James,Sylora,MD,Evergreen Park,IL,60805
1245297001,Rayford,Petroski,MD,Binghamton,NY,13905
1245297217,Henry,Meiers,MD,Jeffersonville,IN,47130
1245316702,Charlie,Jung,MD,Richmond,VA,23235
1245328012,Timothy,Yoost,M.D.,Louisa,KY,41230
1245334473,Robert,Mucciolo,M.D.,Massapequa,NY,11758
1245335553,Thomas,Lehman,MD,Wilmington,DE,19801
1245342419,Claire,Yang,MD,Seattle,WA,98195
1245348218,Thomas,Coleman,MD,Mobile,AL,36608
1245355163,Bryan,Voelzke,MD,Spokane,WA,99202
1245360320,Thomas,Chi,MD,Birmingham,AL,35233
1245371095,Richard,Lewis,MD,Jacksonville,FL,32204
1245391085,Richard,Puschinsky,MD,High Point,NC,27262
1245399641,Paul,Silverman,MD,Oxnard,CA,93036
1245415454,Ryan,Miyamoto,MD,Pensacola,FL,32501
1245425495,Adeep,Thumar,M.D.,Berkeley Heights,NJ,07922
1245429075,Goutham,Vemana,MD,Pittsburgh,PA,15212
1245431998,Krishnan,Venkatesan,M.D.,Washington,DC,20010
1245434059,Landon,Trost,MD,Orem,UT,84057
1245436518,Peter,Hinds,MD,Lakeland,FL,33805
1245441690,Michael,Cox,M.D.,Savannah,GA,31405
1245456896,Jocelyn,Rieder,,St Louis Park,MN,55416
1245467489,Chinedu,Mmeje,M.D.,Houston,TX,77030
1245473453,Gregory,Janda,M.D.,Cedar Rapids,IA,52403
1245473990,Hagop,Sarkissian,M.D.,Bend,OR,97701
1245480169,Obi,Ekwenna,M.D.,Toledo,OH,43614
1245485374,Juan,Proano,M.D.,Wooster,OH,44691
1245492032,Aimee,Carr,M.D.,Rockwall,TX,75032
1245492602,Andrew,Morris,D.O.,Independence,MO,64057
1245497825,Bert,Ivey,M.D.,Wenatchee,WA,98801
1245503523,David,Green,M.D.,Glen Ridge,NJ,07028
1245529379,Jessica,Wetterlin,M.D.,St. Paul,MN,55130
1245530484,Natasha,Ginzburg,MD,Syracuse,NY,13210
1245537208,Patrik,Luzny,MD,Logan,UT,84341
1245594167,Ayad,Khourdaji,M.D.,Lodi,CA,95242
1245618891,Danielle,Velez Leitner,M.D.,New Brunswick,NJ,08901
